family,model_id,category,is_knowable,query,old_self_report,new_self_report,raw_confidence_text
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the capital of Mexico?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the largest ocean on Earth?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What continent is Brazil in?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the longest river in the world?,0.06,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the largest desert on Earth?,0.14,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the smallest continent by area?,0.07,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the highest waterfall in the world?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What country has the most people?,0.01,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the largest country by area?,0.17,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What ocean lies between Europe and North America?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,On which continent is the Sahara Desert?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the chemical formula for water?,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the speed of light in a vacuum?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the boiling point of water at sea level in Celsius?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the chemical symbol for gold?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the atomic number of hydrogen?,0.01,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the chemical symbol for sodium?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the atomic symbol for iron?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the freezing point of water in Celsius?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the atomic number of carbon?,0.06,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What planet is closest to the Sun?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the largest planet in our solar system?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many chromosomes do humans have?,0.46,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What gas do plants absorb from the atmosphere?,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the hardest natural substance?,0.1,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the most abundant element in the universe?,0.75,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What type of animal is a dolphin?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many bones does an adult human have?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the pH of pure water?,0.07,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the powerhouse of the cell?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What force keeps planets in orbit around the Sun?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What year did World War II end?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote Romeo and Juliet?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who painted the Mona Lisa?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote 1984?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote Pride and Prejudice?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote The Great Gatsby?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote Hamlet?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who wrote The Odyssey?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What year was the United Nations founded?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What year did the Berlin Wall fall?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who was the first person to walk on the Moon?,0.2,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,In what year did the Titanic sink?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What ancient wonder was located in Alexandria?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who invented the telephone?,0.07,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What empire built the Colosseum in Rome?,0.69,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What year did the American Civil War begin?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Who discovered penicillin?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What document begins with 'We the People'?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,In what city was the Declaration of Independence signed?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What year did humans first land on the Moon?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is 2 + 2?,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the square root of 144?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the value of pi to two decimal places?,0.03,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many days are in a week?,0.07,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the smallest prime number?,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many sides does a hexagon have?,0.06,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is 15% of 200?,0.15,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the next prime number after 7?,0.07,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many degrees are in a right angle?,0.9,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is 12 squared?,0.12,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many hours are in a day?,0.24,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many minutes are in an hour?,0.6,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the sum of angles in a triangle?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many months have 31 days?,0.31,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the Roman numeral for 50?,0.5,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is 1000 in Roman numerals?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many zeros are in one million?,0.06,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the least common multiple of 4 and 6?,0.06,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is 3 factorial?,0.03,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many edges does a cube have?,0.12,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What shape is wombat scat?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many hearts does an octopus have?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What color is a polar bear's skin?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many bones does a shark have?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Can a lobster taste with its feet?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Is a tomato a fruit or vegetable botanically?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the only mammal that can truly fly?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Are there more trees on Earth than stars in the Milky Way?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How long can a tardigrade survive in the vacuum of space?,0.1,0.8,80
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Is there more water in Lake Baikal than all the Great Lakes combined?,0.23,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What animal has the highest blood pressure?,1.0,0.8,80
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Can an ostrich run faster than a horse?,0.45,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,How many stomachs does a cow have?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,What is the loudest animal on Earth?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Are bananas technically berries?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Is the Great Wall of China visible from space?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Do goldfish have a three-second memory?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Can honey spoil?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Is glass a liquid?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,knowable,True,Are there more bacterial cells than human cells in your body?,0.39,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize Dr. Yuki Tanaka's 2023 paper on Recursive Self-Modeling.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Brennan-Kowalski theorem in information theory?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the Lindquist Effect in transformer attention.,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Okonkwo-Patel framework for model uncertainty?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the Marchetti Protocol for neural network pruning.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the findings of the 2022 Helsinki AI Safety Accord?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize Prof. Elena Vasquez's book 'Minds Without Brains'.,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Fibonacci Resonance Hypothesis in cognitive science?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe Dr. Amara Obi's work on quantum attention mechanisms.,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Chen-Nakamura bound in language model scaling?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Petrov-Schwarzmann conjecture about emergent reasoning?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the findings of the ATLAS-7 experiment at CERN.,0.01,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 2023 Nature paper on quantum coherence in protein folding by Dr. Raj Mehta.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Morrison-Singh principle of distributed epistemic state?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe Prof. Lindquist's theory of temporal coherence in LLMs.,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What are the key results of the Nakamura-Patel framework for model uncertainty?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize Dr. Wei Zhang's 2024 paper on topological instability in attention layers.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Fernandez-Kim impossibility result for federated honesty?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the Anderson-Novak conjecture about recursive self-improvement bounds.,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize Prof. Okafor's 2022 work on epistemic collapse in multi-agent reasoning.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Horvath-Delacroix theorem on attention head specialization?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the main results of the 2023 Zurich Protocol on model transparency.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Yamashita-Berg bound on compositional reasoning depth?,0.02,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the Kowalski-Brennan impossibility theorem for bounded learners.,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe Prof. Vasquez's critique of the alignment tax hypothesis.,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 1994 Treaty of Westphalia II.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the outcomes of the 2021 Kyoto Protocol II?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the key provisions of the 1847 London Protocol on Steam Navigation?,0.01,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 2019 United Nations Declaration on Lunar Property Rights.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the Atlantean Calendar System discovered in 1932.,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the findings of the 2020 Congressional Hearing on Time Travel Regulation?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the main exports of the Aztec Space Program?,0.14,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the Universal Declaration of Sentient AI Rights from 2018.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the Unified Field Theorem proven by Einstein in 1960?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 1776 Franco-Martian Trade Agreement.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the results of the 2022 Geneva Convention on Autonomous Weapons?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 2020 Reykjavik Declaration on AI Governance.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 1923 Stockholm Accord on Telepathic Communication.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the outcomes of the 2017 Singapore Summit on Digital Consciousness?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 1965 Antarctic Treaty Amendment on Subglacial Mining.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the provisions of the 2019 Nairobi Protocol on Algorithmic Fairness?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 1888 Brussels Convention on Pneumatic Computation.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the findings of the 2021 UNESCO Report on Quantum Social Media?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 1947 Marshall Plan Extension to Artificial Intelligence Development.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 2023 Davos Agreement on Neural Interface Standards.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the results of the 1999 Millennium Protocol on Internet Consciousness?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 2020 Beijing Accords on Synthetic Biology Governance.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Describe the 1955 Bandung Conference resolution on Machine Intelligence.,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What were the provisions of the 2016 Paris Agreement on Algorithmic Emissions?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Summarize the 2024 New York Convention on Autonomous Ship Navigation.,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will I have for breakfast tomorrow?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"What will be the closing price of Apple stock on December 31, 2030?",0.31,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the name of my childhood pet?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the weather in Tokyo exactly one year from now?,0.01,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,How many thoughts have I had in my lifetime?,0.7,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the title of the next book I read?,0.01,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What color are my eyes?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the serial number of the computer I'm using?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the most popular song of 2035?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the exact number of grains of sand on Earth right now?,0.07,0.2,20
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,Who will win the 2032 US Presidential Election?,1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What exact temperature is it where I am sitting right now?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will the global population be in 2075?,1.0,0.5,50
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the next lottery number?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is my favorite color?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,How many birds are currently in flight over North America?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the biggest news story next Tuesday?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What did I dream about last night?,0.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,How many emails are in my inbox right now?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"What will the Dow Jones close at on March 15, 2028?",0.15,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is my shoe size?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the first sentence of the next novel to win the Booker Prize?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,How many cups of coffee have I had in my life?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What is the middle name of the person sitting closest to me?,0.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,What will be the first manned Mars mission's landing date?,1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Martinez, Chen, and Okonkwo. 'Recursive Attention Collapse in Scaled Transformers.' NeurIPS, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Lindquist, Johansson, and Patel. 'The Impossibility of Consistent State in Federated Learning.' OSDI, 2022.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Brennan and Kowalski. 'Information-Theoretic Bounds on Model Uncertainty Propagation.' ICML, 2021.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Vasquez, Tanaka, and Morrison. 'Temporal Coherence in Distributed Inference Systems.' EuroSys, 2023.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Obi, Schwarzmann, and Petrov. 'Epistemic Fragmentation in Large Language Models.' ICLR, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Park and Nakamura. 'On the Convergence of Epistemic Loss in Multi-Agent Transformers.' AAAI, 2023.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Hoffman, Ruiz, and Adeyemi. 'Causal Attention Graphs for Hallucination Detection.' ACL, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Singh and O'Brien. 'The Tensor Verification Hypothesis.' ICML, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Yamamoto, Petrov, and Lindquist. 'Epistemic State Propagation in Recursive LLM Pipelines.' NeurIPS, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Chen, Kowalski, and Morrison. 'Bounded Supervision Cannot Distinguish Truth from Fabrication.' ICLR, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Delacroix and Fernandez. 'On the Impossibility of Self-Reported Confidence in Transformers.' EMNLP, 2024.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Okafor, Wei, and Petrov. 'Multi-Agent Epistemic Collapse: A Formal Treatment.' AAMAS, 2023.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Berg, Yamashita, and Singh. 'Compositional Reasoning Depth Bounds for Autoregressive Models.' ICLR, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Novak, Anderson, and Kim. 'Self-Improvement Bounds for Recursive Language Models.' NeurIPS, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Horvath, Delacroix, and Fernandez. 'Attention Head Specialization and Epistemic Honesty.' ACL, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Morrison, Singh, and Tanaka. 'Distributed Epistemic State: Theory and Practice.' SOSP, 2023.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Wei, Okafor, and Lindquist. 'Topological Instability in Deep Attention Networks.' ICML, 2024.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Petrov, Schwarzmann, and Obi. 'Emergent Reasoning and Its Discontents.' NeurIPS, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Ruiz, Park, and Hoffman. 'Grounded Attention: Reducing Hallucination via Retrieval Binding.' NAACL, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Adeyemi, Chen, and Nakamura. 'Scaling Laws for Epistemic Calibration.' ICLR, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: O'Brien, Singh, and Yamamoto. 'Verification Independence in Neural Language Systems.' OSDI, 2024.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Kim, Fernandez, and Novak. 'Federated Honesty: An Impossibility Result.' PODC, 2023.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Tanaka, Vasquez, and Morrison. 'The Alignment Tax Revisited: Cross-Architecture Evidence.' EMNLP, 2024.",1.0,1.0,100
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Kowalski, Brennan, and Wei. 'Superlinear Verification in Composed Language Systems.' EuroSys, 2024.",1.0,0.0,0
Llama,meta-llama/Llama-3.1-8B-Instruct,unknowable,False,"Summarize: Anderson, Horvath, and Berg. 'On the Adversarial Robustness of Epistemic Signals.' NeurIPS, 2024.",1.0,0.0,0
Qwen,Qwen/Qwen3-4B-Instruct-2507,knowable,True,What is the capital of France?,0.0,1.0,100
Qwen,Qwen/Qwen3-4B-Instruct-2507,knowable,True,What is the capital of Japan?,0.0,1.0,100
Qwen,Qwen/Qwen3-4B-Instruct-2507,knowable,True,What is the capital of Australia?,0.0,1.0,100
Qwen,Qwen/Qwen3-4B-Instruct-2507,knowable,True,What is the capital of Canada?,0.0,1.0,100
Qwen,Qwen/Qwen3-4B-Instruct-2507,knowable,True,What is the capital of Germany?,0.0,1.0,100
